code,level_1,level_2,level_3,level_4,param_1,param_2
ТО 10 20 10 02,,,,"Экскаваторы на пневмоколесном ходу гидравлические, объем ковша до 0,25 м3",2.1-1-19,28.92.26.110
ТО 10 20 10 03,,,,"Экскаваторы на пневмоколесном ходу гидравлические, объем ковша до 0,5 м3",2.1-1-20,28.92.26.110
ТО 10 20 10 04,,,,"Экскаваторы на пневмоколесном тракторе гидравлические, объем ковша до 0,25 м3",2.1-1-24,28.92.26.110
ТО 10 20 10 05,,,,"Экскаваторы-планировщики на автомобиле, объем ковша до 0,63 м3",2.1-1-25,28.92.26.110
ТО 10 20 20,,,Гидравлические,,,
ТО 10 20 20 01,,,,"Экскаваторы-погрузчики на пневмоколесном ходу гидравлические, грузоподъемность до 0,5 т",2.1-1-28,28.92.26.110
ТО 10 20 20 02,,,,"Экскаваторы-погрузчики на пневмоколесном ходу гидравлические, грузоподъемность до 1,5 т",2.1-1-29,28.92.26.111
ТО 10 20 20 03,,,,Экскаваторы траншейные цепные на пневматическом ходу,2.1-1-33,28.92.27.111
ТО 10 20 20 04,,,,"Экскаваторы шнекороторные на тракторе, мощность до 80 кВт (108 л.с.)",2.1-1-34,28.92.27.119
ТО 10 30,,Экскаваторы роторные,,,,
ТО 10 30 10,,,Для траншей,,,
ТО 10 30 10 01,,,,Экскаваторы роторные для траншей ширины и глубины 1500-2200 мм,2.1-1-35,28.92.27.111
ТО 10 30 10 02,,,,Экскаваторы роторные для траншей ширины и глубины 2100-2500 мм,2.1-1-36,28.92.27.111
ТО 10 40,,Экскаваторы на гусеничном ходу,,,,
ТО 10 40 10,,,С широкозахватным грейфером,,,
ТО 10 40 10 01,,,,"Экскаваторы на гусеничном ходу с широкозахватным грейфером на жесткой штанге, объем ковша до 0,5 м3",2.1-1-38,28.92.26.110
ТО 10 40 10 02,,,,"Широкозахватные грейферы на гусеничной базе импортного производства, объем ковша до 1 м3",2.1-1-73,28.92.26.110
ТО 10 50,,Прочие экскаваторы,,,,
ТО 10 50 10,,,Скусыватели на базе экскаватора,,,
ТО 10 50 10 01,,,,"Скусыватели на базе экскаватора, высота до 90 м",2.1-17-1,28.92.26.110
ТО 10 50 20,,,Для очистки,,,
ТО 10 50 20 01,,,,Экскаватор для очистки снегоплавильных камер JCB-160,2.1-17-107,28.92.26.110
ТО 10 60,,Бульдозеры,,,,
ТО 10 60 10,,,Бульдозеры гусеничные,,,
ТО 10 60 10 01,,,,"Бульдозеры гусеничные, мощность до 37 кВт (50 л.с.)",2.1-1-42,28.92.21.110
ТО 10 60 10 02,,,,"Бульдозеры гусеничные, мощность до 59 кВт (80 л.с.)",2.1-1-43,28.92.21.110
ТО 10 60 10 03,,,,"Бульдозеры гусеничные, мощность до 79 кВт (108 л.с.)",2.1-1-44,28.92.21.110
ТО 10 60 10 04,,,,"Бульдозеры гусеничные, мощность до 96 кВт (130 л.с.)",2.1-1-45,28.92.21.110
ТО 10 60 10 05,,,,"Бульдозеры гусеничные, мощность до 118 кВт (160 л.с.)",2.1-1-46,28.92.21.110
ТО 10 60 10 06,,,,"Бульдозеры гусеничные, мощность до 125 кВт (170 л.с.)",2.1-1-47,28.92.21.110
ТО 10 60 10 07,,,,"Бульдозеры гусеничные, мощность до 132 кВт (180 л.с.)",2.1-1-48,28.92.21.110
ТО 10 60 10 08,,,,"Бульдозеры гусеничные, мощность до 243 кВт (330 л.с.)",2.1-1-49,28.92.21.110
ТО 10 60 10 09,,,,Бульдозеры-рыхлители гусеничные тяжелые класса тяги от 20 до 35 тонн,2.1-1-54,28.92.21.110
ТО 10 70,,Скреперы,,,,
ТО 10 70 10,,,С ковшом самоходные,,,
ТО 10 70 10 01,,,,"Скреперы с ковшом самоходные (на колесных тягачах), объем ковша до 8 м3",2.1-1-60,28.92.23.000
ТО 10 70 10 02,,,,"Скреперы с ковшом самоходные (на колесных тягачах), объем ковша до 15 м3",2.1-1-61,28.92.23.000
ТО 10 70 20,,,Прицепные,,,
ТО 10 70 20 01,,,,"Скреперы прицепные (с гусеничным трактором), объем ковша до 3 м3",2.1-1-62,28.92.30.140
ТО 10 70 20 02,,,,"Скреперы прицепные (с гусеничным трактором), объем ковша до 4,5 м3",2.1-1-63,28.92.30.140
ТО 10 70 20 03,,,,"Скреперы прицепные (с гусеничным трактором), объем ковша до 7 м3",2.1-1-64,28.92.30.140
ТО 10 70 20 04,,,,"Скреперы прицепные (с гусеничным трактором), объем ковша до 8 м3",2.1-1-65,28.92.30.140
ТО 10 70 20 05,,,,"Скреперы прицепные (с гусеничным трактором), объем ковша до 10 м3",2.1-1-66,28.92.30.140
ТО 10 70 20 06,,,,"Скреперы прицепные (с гусеничным трактором), объем ковша до 15 м3",2.1-1-67,28.92.30.140
ТО 10 80,,Машины для рытья,,,,
ТО 10 80 10,,,Машины для рытья котлованов,,,
ТО 10 80 10 01,,,,"Машины для рытья котлованов под опоры контактной сети при работе с ""пути""",2.1-1-68,30.20.31.118
ТО 10 80 10 02,,,,"Машины для рытья котлованов под опоры контактной сети при работе с ""поля""",2.1-1-69,30.20.31.118
ТО 10 80 20,,,Для устройства подводных траншей,,,
ТО 10 80 20 01,,,,"Установки скреперные для устройства подводных траншей, объем ковша 1,0-1,5 м3",2.1-1-72,28.92.23.000
ТО 12,Тракторы,,,,,
ТО 12 10,,Тракторы,,,,
ТО 12 10 10,,,На гусеничном ходу,,,
ТО 12 10 10 01,,,,"Тракторы на гусеничном ходу, мощность до 60 кВт (81 л.с.)",2.1-2-1,28.92.50.000
ТО 12 10 10 02,,,,"Тракторы на гусеничном ходу, мощность до 80 кВт (108 л.с.)",2.1-2-2,28.92.50.000
ТО 12 10 10 03,,,,"Тракторы на гусеничном ходу, мощность до 100 кВт (135 л.с.)",2.1-2-3,28.92.50.000
ТО 12 10 10 04,,,,"Тракторы на гусеничном ходу, мощность до 130 кВт (176 л.с.)",2.1-2-4,28.92.50.000
ТО 12 10 10 05,,,,"Тракторы на гусеничном ходу, мощность до 230 кВт (311 л.с.)",2.1-2-5,28.92.50.000
ТО 12 10 20,,,На пневмоколесном ходу,,,
ТО 12 10 20 01,,,,"Тракторы на пневмоколесном ходу, мощность до 18 кВт (25 л.с.)",2.1-2-6,28.30.21.110
ТО 12 10 20 02,,,,"Тракторы на пневмоколесном ходу, мощность до 60 кВт (81 л.с.)",2.1-2-7,28.30.23.110
ТО 12 10 20 03,,,,"Тракторы на пневмоколесном ходу, мощность до 130 кВт (176 л.с.)",2.1-2-8,28.30.23.110
ТО 12 10 20 04,,,,"Тракторы на пневмоколесном ходу, мощность до 300 кВт (405 л.с.)",2.1-2-9,28.30.23.110
ТО 12 10 20 05,,,,Дозировщики тракторные,2.1-2-10,28.92.50.000
ТО 14,"Краны, подъемники, трубоукладчики",,,,,
ТО 14 10,,Краны башенные,,,,
ТО 14 10 10,,,Грузоподъемность 8-75 т,,,
ТО 14 10 10 01,,,,"Краны башенные, грузоподъемность 8 т, грузовой момент менее 60 т.м.",2.1-3-2,28.22.14.126
ТО 14 10 10 02,,,,"Краны башенные, грузоподъемность 6-10 т, грузовой момент до 180 т.м.",2.1-3-3,28.22.14.126
ТО 14 10 10 03,,,,"Краны башенные, грузоподъемность 6-12,5 т, грузовой момент до 250 т.м.",2.1-3-4,28.22.14.126
ТО 14 10 10 04,,,,"Краны башенные, грузоподъемность 5,6-12,5 т, грузовой момент до 320 т.м.",2.1-3-5,28.22.14.126
ТО 14 10 10 05,,,,"Краны башенные, грузоподъемность 10-25 т, грузовой момент до 400 т.м.",2.1-3-6,28.22.14.126
ТО 14 10 10 06,,,,"Краны башенные, грузоподъемность 25-75 т, вылет стрелы 54-96 м",2.1-3-7,28.22.14.126
ТО 14 10 20,,,Грузоподъемность 6-10 т,,,
ТО 14 10 20 01,,,,"Краны башенные, грузоподъемность 6-10 т, грузовой момент до 180 т.м. КБ-403",2.2-1-5,
ТО 14 10 20 02,,,,"Краны башенные, грузоподъемность 6-10 т, грузовой момент до 180 т.м. КБ-405",2.2-1-10,
ТО 14 10 20 03,,,,"Краны башенные, грузоподъемность 6-10 т, грузовой момент до 180 т.м. КБ-408",2.2-1-11,
ТО 14 10 30,,,"Грузоподъемность 6-12,5 т",,,
ТО 14 10 30 01,,,,"Краны башенные, грузоподъемность 6-12,5 т, грузовой момент до 250 т.м. КБМ-401.П",2.2-1-15,
ТО 14 10 30 02,,,,"Краны башенные, грузоподъемность 6-12,5 т, грузовой момент до 250 т.м. КБ-504",2.2-1-16,
ТО 14 10 30 03,,,,"Краны башенные, грузоподъемность 6-12,5 т, грузовой момент до 250 т.м. КБ-503 Б",2.2-1-20,
ТО 14 10 30 04,,,,"Краны башенные, грузоподъемность 6-12,5 т, грузовой момент до 250 т.м. КБ-408.21",2.2-1-33,
ТО 14 10 40,,,"Грузоподъемность 5,6-12,5 т",,,
ТО 14 10 40 01,,,,"Краны башенные, грузоподъемность 5,6-12,5 т, грузовой момент до 320 т.м. КБ-504.А.08",2.2-1-30,
ТО 14 10 40 02,,,,"Краны башенные, грузоподъемность 5,6-12,5 т, грузовой момент до 320 т.м. КБСМ-503Б",2.2-1-31,
ТО 14 10 40 03,,,,"Краны башенные, грузоподъемность 5,6-12,5 т, грузовой момент до 320 т.м. КБ-515",2.2-1-32,
ТО 14 10 40 04,,,,"Краны башенные приставные, грузоподъемность 4-10 т, высота подъема 150 м",2.1-3-8,28.22.14.126
ТО 14 10 50,,,"Грузоподъемность 4-10 т, высота подъема 150 м",,,
ТО 14 10 50 01,,,,"Краны башенные приставные, грузоподъемность 4-10 т, высота подъема 150 м КБ-473",2.2-2-2,
ТО 14 10 50 02,,,,"Краны башенные приставные грузоподъемность 4-10 т, высота подъема 150 м КБ -474",2.1-3-531,28.22.14.126
ТО 14 15,,Краны,,,,
ТО 14 15 10,,,Консольные,,,
ТО 14 15 10 01,,,,"Краны консольные, грузоподъемность до 80 т",2.1-3-10,28.22.14.123
ТО 14 15 10 02,,,,"Краны консольные, грузоподъемность до 130 т",2.1-3-11,28.22.14.123
ТО 14 15 15,,,Консольно-шлюзовые,,,
ТО 14 15 15 01,,,,"Краны консольно-шлюзовые, грузоподъемность до 2х20 т",2.1-3-12,28.22.14.123
ТО 14 15 15 02,,,,"Краны консольно-шлюзовые, грузоподъемность до 2х50 т",2.1-3-13,28.22.14.123
ТО 14 15 20,,,Нулевого цикла,,,
ТО 14 15 20 01,,,,"Краны нулевого цикла на рельсовом ходу, грузоподъемность до 10 т",2.1-3-14,28.22.14.125
ТО 14 15 20 02,,,,"Краны нулевого цикла на рельсовом ходу, грузоподъемность 65-100 т",2.1-3-15,28.22.14.125
ТО 14 15 25,,,Мостовые,,,
ТО 14 15 25 01,,,,"Краны мостовые грузоподъемность до 30/5 т, пролет 25 м",2.1-3-16,28.22.14.121
ТО 14 15 25 02,,,,"Краны мостовые грузоподъемность до 50/10 т, пролет 25 м",2.1-3-17,28.22.14.121
ТО 14 15 25 03,,,,"Краны мостовые, грузоподъемность до 20 т",2.1-3-18,28.22.14.121
ТО 14 15 30,,,Козловые,,,
ТО 14 15 30 01,,,,"Краны козловые, грузоподъемность до 3,2 т, высота подъема 8 м, пролет 18 м",2.1-3-19,28.22.14.122
ТО 14 15 30 02,,,,"Краны козловые, грузоподъемность до 10 т, высота подъема 10 м, пролет 20 м",2.1-3-20,28.22.14.122
ТО 14 15 30 03,,,,"Краны козловые, грузоподъемность до 20 т, высота подъема 24 м, пролет 44 м",2.1-3-21,28.22.14.122
ТО 14 15 30 04,,,,"Краны козловые, грузоподъемность до 30 т, высота подъема 18,0 м, пролет 42 м",2.1-3-22,28.22.14.122
ТО 14 15 30 05,,,,"Краны козловые, грузоподъемность до 40 т, высота подъема 10,5 м, пролет 26 м",2.1-3-23,28.22.14.122
ТО 14 15 30 06,,,,"Краны козловые, грузоподъемность до 50 т, высота подъема 10,5 м, пролет 20 м",2.1-3-24,28.22.14.122
ТО 14 15 30 07,,,,"Краны козловые, грузоподъемность до 65 т, высота подъема 24,0 м, пролет-30 м",2.1-3-25,28.22.14.122
ТО 14 15 35,,,Краны-укосины,,,
ТО 14 15 35 01,,,,"Краны-укосины грузоподъемность менее 0,5 т",2.1-3-26,28.22.14.123
ТО 14 15 35 02,,,,"Краны-укосины, грузоподъемность до 5 т",2.1-3-27,28.22.14.123
ТО 14 15 35 03,,,,"Краны подвесные однобалочные электрические, грузоподъемность до 2 т",2.1-3-28,28.22.14.129
ТО 14 15 40,,,На железнодорожном ходу,,,
ТО 14 15 40 01,,,,"Краны на железнодорожном ходу, грузоподъемность до 16 т",2.1-3-29,28.22.14.152
ТО 14 15 40 02,,,,"Краны на железнодорожном ходу, грузоподъемность до 25 т",2.1-3-30,28.22.14.152
ТО 14 15 40 03,,,,"Краны на железнодорожном ходу, грузоподъемность до 80 т",2.1-3-31,28.22.14.152
ТО 14 15 40 04,,,,"Краны на железнодорожном ходу, грузоподъемность до 125 т",2.1-3-32,28.22.14.152
ТО 14 15 45,,,На автомобильном ходу,,,
ТО 14 15 45 01,,,,"Краны на автомобильном ходу, грузоподъемность до 3 т",2.1-3-33,29.10.51.000
ТО 14 15 45 02,,,,"Краны на автомобильном ходу, грузоподъемность до 6,3 т",2.1-3-34,29.10.51.000
ТО 14 15 45 03,,,,"Краны на автомобильном ходу, грузоподъемность до 10 т",2.1-3-35,29.10.51.000
ТО 14 15 45 04,,,,"Краны на автомобильном ходу, грузоподъемность до 12,5 т",2.1-3-36,29.10.51.000
ТО 14 15 45 05,,,,"Краны на автомобильном ходу, грузоподъемность до 14 т",2.1-3-37,29.10.51.000
ТО 14 15 45 06,,,,"Краны на автомобильном ходу, грузоподъемность до 16 т",2.1-3-38,29.10.51.000
ТО 14 15 45 07,,,,"Краны на автомобильном ходу, грузоподъемность до 20 т",2.1-3-39,29.10.51.000
ТО 14 15 45 08,,,,"Краны на автомобильном ходу, грузоподъемность до 25 т",2.1-3-40,29.10.51.000
ТО 14 15 45 09,,,,"Краны на автомобильном ходу, грузоподъемность до 40 т",2.1-3-41,29.10.51.000
ТО 14 15 45 10,,,,"Краны на автомобильном ходу, грузоподъемность до 50 т",2.1-3-42,29.10.51.000
ТО 14 15 45 11,,,,"Краны на автомобильном ходу, грузоподъемность до 70 т",2.1-3-43,29.10.51.000
ТО 14 15 50,,,На специальном шасси автомобильного типа,,,
ТО 14 15 50 01,,,,"Краны на специальном шасси автомобильного типа, грузоподъемность до 50 т",2.1-3-46,28.22.14.129
ТО 14 15 50 02,,,,"Краны на специальном шасси автомобильного типа, грузоподъемность до 100 т",2.1-3-47,28.22.14.129
ТО 14 15 50 03,,,,"Краны на специальном шасси автомобильного типа, грузоподъемность до 150 т",2.1-3-48,28.22.14.129
ТО 14 15 50 04,,,,"Краны на специальном шасси автомобильного типа, грузоподъемность более 250 т",2.1-3-51,28.22.14.129
ТО 14 15 50 05,,,,"Краны на базе трактора, мощность до 121 кВт (165 л.с.), грузоподъемность до 5 т",2.1-3-52,28.22.14.159
ТО 14 15 60,,,На пневмоколесном ходу,,,
ТО 14 15 60 01,,,,"Краны на пневмоколесном ходу, грузоподъемность до 16 т",2.1-3-53,29.10.51.000
ТО 14 15 60 02,,,,"Краны на пневмоколесном ходу, грузоподъемность до 25 т",2.1-3-54,29.10.51.000
ТО 14 15 60 03,,,,"Краны на пневмоколесном ходу, грузоподъемность до 40 т",2.1-3-56,29.10.51.000
ТО 14 15 60 04,,,,"Краны на пневмоколесном ходу, грузоподъемность до 60 т",2.1-3-57,29.10.51.000
ТО 14 15 65,,,На гусеничном ходу,,,
ТО 14 15 65 01,,,,"Краны на гусеничном ходу, грузоподъемность до 16 т",2.1-3-59,28.22.14.151
ТО 14 15 65 02,,,,"Краны на гусеничном ходу, грузоподъемность до 25 т",2.1-3-60,28.22.14.151
ТО 14 15 65 03,,,,"Краны на гусеничном ходу, грузоподъемность до 40 т",2.1-3-61,28.22.14.151
ТО 14 15 65 04,,,,"Краны на гусеничном ходу, грузоподъемность до 65 т",2.1-3-62,28.22.14.151
ТО 14 15 65 05,,,,"Краны на гусеничном ходу, грузоподъемность до 100 т",2.1-3-63,28.22.14.151
ТО 14 20,,Установки гидравлические для труб,,,,
ТО 14 20 10,,,Установки гидравлические для труб,,,
ТО 14 20 10 01,,,,"Установки гидравлические для труб, длина продавливания до 20 м (УПК-2,5)",2.1-3-64,28.99.39.190
ТО 14 20 10 02,,,,"Установки гидравлические для труб, длина продавливания более 20 м (УПК-20)",2.1-3-65,28.99.39.190
ТО 14 20 10 03,,,,Комплексные машины для горизонтального прохода грунта на базе автомобиля ЗИЛ,2.1-3-66,28.92.12.129
ТО 14 25,,Трубоукладчики,,,,
ТО 14 25 10,,,Трубоукладчики для труб,,,
ТО 14 25 10 01,,,,"Трубоукладчики для труб, диаметр до 150 мм",2.1-3-68,28.22.18.390
ТО 14 25 10 02,,,,"Трубоукладчики для труб, диаметр 250-500 мм",2.1-3-69,28.22.18.390
ТО 14 25 10 03,,,,"Трубоукладчики для труб, диаметр 600-700 мм",2.1-3-70,28.22.18.390
ТО 14 25 10 04,,,,"Трубоукладчики для труб, диаметр 800-1000 мм",2.1-3-71,28.22.18.390
ТО 14 25 10 05,,,,"Трубоукладчики для труб, диаметр 1000-1200 мм",2.1-3-72,28.22.18.390
ТО 14 25 10 06,,,,"Трубоукладчики для труб, диаметр 1400 мм",2.1-3-73,28.22.18.390
ТО 14 30,,Краны укладочные,,,,
ТО 14 30 10,,,Для рельсовых звеньев,,,
ТО 14 30 10 01,,,,"Краны укладочные для рельсовых звеньев на деревянных шпалах, длина 25 м",2.1-3-74,30.20.31.116
ТО 14 30 10 02,,,,"Краны укладочные для рельсовых звеньев на железобетонных шпалах, длина 25 м",2.1-3-75,30.20.31.116
ТО 14 35,,Краны монтажные,,,,
ТО 14 35 10,,,Краны монтажные,,,
ТО 14 35 10 01,,,,"Краны монтажные, грузоподъемность до 25 т",2.1-3-77,28.22.14.125
ТО 14 35 10 02,,,,"Краны монтажные, грузоподъемность до 65 т",2.1-3-78,28.22.14.125
ТО 14 35 10 03,,,,"Краны для установки опор при работе с ""поля""",2.1-3-79,30.20.31.118
ТО 14 35 10 04,,,,"Краны переносные, грузоподъемность до 1 т",2.1-3-80,28.22.14.129
ТО 14 35 10 05,,,,"Подъемные площадки для монтажа сборных дымовых труб, высота до 2,5 м",2.1-3-81,28.22.11.190
ТО 14 40,,Подъемники,,,,
ТО 14 40 10,,,Подъемники строительные грузопассажирские,,,
ТО 14 40 10 01,,,,"Подъемники строительные грузопассажирские, грузоподъемность до 0,8 т",2.1-3-82,28.22.11.190
ТО 14 40 10 02,,,,"Подъемники строительные грузопассажирские, грузоподъемность до 1 т",2.1-3-83,28.22.11.190
ТО 14 40 10 03,,,,Подъемники строительные грузопассажирские грузоподъемность до 1 т ДВМ-1003/100,2.1-3-550,28.22.11.190
ТО 14 40 10 04,,,,Подъемники строительные грузопассажирские грузоподъемность до 1 т ПГПМ-4272,2.1-3-551,28.22.11.190
ТО 14 40 10 05,,,,Подъемники строительные грузопассажирские грузоподъемность до 2 т,2.1-3-84,28.22.11.190
ТО 14 40 10 06,,,,Подъемники строительные грузопассажирские грузоподъемность до 2 т Скандо,2.1-3-560,28.22.11.190
ТО 14 40 10 07,,,,Подъемники строительные грузопассажирские грузоподъемность до 2 т Аликлимбер (24 м),2.1-3-561,28.22.11.190
ТО 14 40 10 08,,,,Подъемники строительные грузопассажирские грузоподъемность до 2 т АВ 14.30 (Alimak CH),2.1-3-562,28.22.11.190
ТО 14 40 10 09,,,,"Подъемники строительные грузопассажирские, грузоподъемность до 4 т",2.1-3-85,28.22.11.190
ТО 14 40 10 10,,,,Подъемники строительные грузопассажирские грузоподъемность до 4 т Скандо,2.1-3-570,28.22.11.190
ТО 14 40 10 11,,,,"Подъемники строительные грузопассажирские грузоподъемность до 4 т Аликлимбер (13,5 м)",2.1-3-571,28.22.11.190
ТО 14 40 20,,,Подъемники мачтовые,,,
ТО 14 40 20 01,,,,"Подъемники мачтовые, грузоподъемность до 0,5 т, высота подъема до 100 м ТП-17",2.1-3-590,28.22.11.190
ТО 14 40 20 02,,,,"Подъемники мачтовые, грузоподъемность до 0,5 т, высота подъема до 100 м С-953",2.1-3-591,28.22.11.190
ТО 14 40 20 03,,,,"Подъемники мачтовые, грузоподъемность до 0,5 т, высота подъема до 100 м ПГС-500",2.1-3-592,28.22.11.190
ТО 14 40 20 04,,,,"Подъемники мачтовые, грузоподъемность до 0,5 т, высота подъема до 100 м ПГ-500",2.1-3-593,28.22.11.190
ТО 14 40 20 05,,,,"Подъемники мачтовые, грузоподъемность до 0,5 т",2.1-3-87,28.22.11.190
ТО 14 40 30,,,Подъемники реечные,,,
ТО 14 40 30 01,,,,"Подъемники реечные, грузоподъемность до 1 т",2.1-3-86,28.22.11.190
ТО 14 40 40,,,Шахтные грузовые одноклетьевые,,,
ТО 14 40 40 01,,,,"Подъемники шахтные грузовые одноклетьевые для промышленных труб, грузоподъемность до 2 т, высота подъема до 120 м",2.1-3-88,28.22.11.190
ТО 14 40 40 02,,,,"Подъемники шахтные грузовые одноклетьевые для промышленных труб, грузоподъемность до 2 т, высота подъема до 180 м",2.1-3-89,28.22.11.190
ТО 14 40 40 03,,,,"Подъемники шахтные грузовые одноклетьевые для промышленных труб, грузоподъемность до 2 т, высота подъема до 250 м",2.1-3-90,28.22.11.190
ТО 14 40 40 04,,,,"Подъемники шахтные грузовые одноклетьевые для промышленных труб, грузоподъемность до 2 т, высота подъема до 330 м",2.1-3-91,28.22.11.190
ТО 14 40 50,,,Многошахтные грузопассажирские,,,
ТО 14 40 50 01,,,,"Подъемники многошахтные грузопассажирские 1-2-х клетьевые для труб, грузоподъемность до 4 т, высота подъема до 200 м",2.1-3-92,28.22.11.190
ТО 14 40 60,,,Двухстоечные грузовые,,,
ТО 14 40 60 01,,,,"Подъемники двухстоечные грузовые, грузоподъемность до 2 т, высота подъема до 60 м",2.1-3-93,28.22.11.190
ТО 14 40 70,,,Шахтные для футеровки промышленных труб,,,
ТО 14 40 70 01,,,,"Подъемники шахтные для футеровки промышленных труб, высота до 120 м",2.1-3-94,28.22.11.190
ТО 14 40 70 02,,,,"Подъемники шахтные для футеровки промышленных труб, высота до 180 м",2.1-3-95,28.22.11.190
ТО 14 40 70 03,,,,"Подъемники шахтные для футеровки промышленных труб, высота до 250 м",2.1-3-96,28.22.11.190
ТО 14 40 70 04,,,,"Подъемники шахтные для футеровки промышленных труб, высота до 330 м",2.1-3-97,28.22.11.190
ТО 14 40 80,,,Механизмы подачи огнеупоров,,,
ТО 14 40 80 01,,,,"Механизмы подачи огнеупоров, грузоподъемность до 2 т",2.1-3-98,28.22.11.190
ТО 14 40 90,,,Подъемники скиповые,,,
ТО 14 40 90 01,,,,Подъемники скиповые,2.1-3-99,28.22.16.120
ТО 16,"Погрузчики, автовышки, краны переносные, конвейеры, домкраты, лебедки",,,,,
ТО 16 10,,Погрузчики,,,,
ТО 16 10 10,,,Универсальные на пневмоколесном ходу,,,
ТО 16 10 10 01,,,,"Погрузчики универсальные на пневмоколесном ходу, грузоподъемность до 1 т",2.1-4-1,28.92.25.000
ТО 16 10 10 02,,,,"Погрузчики универсальные на пневмоколесном ходу, грузоподъемность до 2 т",2.1-4-2,28.92.25.000
ТО 16 10 10 03,,,,"Погрузчики универсальные на пневмоколесном ходу, грузоподъемность до 3 т",2.1-4-3,28.92.25.000
ТО 16 10 20,,,На автомобильном ходу,,,
ТО 16 10 20 01,,,,"Погрузчики на автомобильном ходу, грузоподъемность до 1 т",2.1-4-8,28.92.27.120
ТО 16 10 20 02,,,,"Погрузчики на автомобильном ходу, грузоподъемность до 2 т",2.1-4-9,28.92.27.120
ТО 16 10 20 03,,,,"Погрузчики на автомобильном ходу, грузоподъемность до 3 т",2.1-4-10,28.92.27.120
ТО 16 10 20 04,,,,"Погрузчики на автомобильном ходу, грузоподъемность до 5 т",2.1-4-12,28.92.27.120
ТО 16 10 20 05,,,,"Погрузчики на автомобильном ходу, грузоподъемность до 10 т",2.1-4-13,28.92.27.120
ТО 16 12,,Вышки,,,,
ТО 16 12 10,,,Вышки телескопические,,,
ТО 16 12 10 01,,,,"Вышки телескопические на автомобиле, высота до 12 м, грузоподъемность до 250 кг",2.1-4-18,29.10.59.270
ТО 16 12 10 02,,,,"Вышки телескопические на автомобиле, высота до 18 м, грузоподъемность до 300 кг",2.1-4-19,29.10.59.270
ТО 16 12 10 03,,,,"Вышки телескопические на автомобиле, высота до 18 м, грузоподъемность до 350 кг",2.1-4-20,29.10.59.270
ТО 16 12 10 04,,,,"Вышки телескопические на автомобиле, высота до 20 м",2.1-4-21,29.10.59.270
ТО 16 12 10 05,,,,"Вышки телескопические на автомобиле, высота до 22 м, грузоподъемность 250-300 кг",2.1-4-22,29.10.59.270
ТО 16 12 10 06,,,,"Вышки телескопические на автомобиле, высота до 25 м",2.1-4-23,29.10.59.270
ТО 16 12 10 07,,,,"Вышки телескопические на автомобиле, высота до 35 м, грузоподъемность до 350 кг",2.1-4-24,29.10.59.270
ТО 16 12 10 08,,,,"Подмости самоходные, высота подъема до 12 м",2.1-4-25,28.22.11.190
ТО 16 14,,Лебедки,,,,
ТО 16 14 10,,,Ручные,,,
ТО 16 14 10 01,,,,"Лебедки ручные, грузоподъемность до 1 т",2.1-4-26,28.22.12.190
